,Factura,Ciudad,Tipo_cliente,Genero,Linea_producto,Precio_unidad,Cantidad,Impuesto,Total,Forma_pago,Coste,Calificacion,Fecha2,Dia,Jornada,Horario,Calificacion2,ISG,Anomaly,Anomaly_Score
405,882-40-4577,Yangon,Miembro,Hombre,Sports and travel,67.26,4,13.452,282.492,Credit card,269.04,8.0,2019-01-19,Saturday,Laboral,Tarde,Neutros,0,0,-0.04718843011211449
406,732-67-5346,Yangon,Normal,Hombre,Food and beverages,13.79,5,3.4475,72.3975,Credit card,68.95,7.8,2019-01-11,Friday,Laboral,Noche,Neutros,0,0,-0.035225964314570035
407,725-32-9708,Mandalay,Miembro,Mujer,Fashion accessories,68.71,4,13.742,288.582,Cash,274.84,4.1,2019-01-04,Friday,Festivo,Noche,Detractores,-100,0,-0.030290219492745907
408,256-08-8343,Yangon,Normal,Mujer,Home and lifestyle,56.53,4,11.306,237.426,Ewallet,226.12,5.5,2019-03-04,Monday,Laboral,Noche,Detractores,-100,0,-0.038671092031635546
409,372-26-1506,Naypyitaw,Normal,Mujer,Fashion accessories,23.82,5,5.955,125.055,Ewallet,119.1,5.4,2019-01-28,Monday,Laboral,Noche,Detractores,-100,0,-0.024512202038960318
410,244-08-0162,Mandalay,Normal,Mujer,Health and beauty,34.21,10,17.105,359.205,Cash,342.1,5.1,2019-01-02,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.021697722865692493
411,569-71-4390,Mandalay,Normal,Hombre,Sports and travel,21.87,2,2.187,45.927,Ewallet,43.74,6.9,2019-01-25,Friday,Laboral,Tarde,Neutros,0,0,-0.036693336980761715
412,132-23-6451,Yangon,Miembro,Hombre,Health and beauty,20.97,5,5.2425,110.0925,Cash,104.85,7.8,2019-01-04,Friday,Festivo,Mañana,Neutros,0,0,-0.029463036777844676
413,696-90-2548,Yangon,Normal,Hombre,Sports and travel,25.84,3,3.8760000000000003,81.396,Ewallet,77.52,6.6,2019-03-10,Sunday,Festivo,Noche,Neutros,0,0,-0.02652875928956877
414,472-15-9636,Yangon,Normal,Hombre,Home and lifestyle,50.93,8,20.372,427.81199999999995,Ewallet,407.44,9.2,2019-03-22,Friday,Laboral,Noche,Promotores,100,0,-0.032818805828753184
415,268-03-6164,Mandalay,Normal,Hombre,Health and beauty,96.11,1,4.8055,100.9155,Ewallet,96.11,7.8,2019-01-25,Friday,Laboral,Tarde,Neutros,0,0,-0.018021863414120043
416,750-57-9686,Naypyitaw,Normal,Mujer,Home and lifestyle,45.38,4,9.076,190.59599999999998,Credit card,181.52,8.7,2019-01-08,Tuesday,Laboral,Mañana,Promotores,100,0,-0.03633022854245349
417,186-09-3669,Naypyitaw,Miembro,Mujer,Health and beauty,81.51,1,4.0755,85.5855,Ewallet,81.51,9.2,2019-01-22,Tuesday,Laboral,Mañana,Promotores,100,0,-0.005009113666723852
418,848-07-1692,Mandalay,Normal,Mujer,Health and beauty,57.22,2,5.722,120.162,Ewallet,114.44,8.3,2019-01-12,Saturday,Laboral,Tarde,Neutros,0,0,-0.030797295666885383
419,745-71-3520,Yangon,Miembro,Mujer,Electronic accessories,25.22,7,8.827,185.36700000000002,Cash,176.54,8.2,2019-02-04,Monday,Laboral,Mañana,Neutros,0,0,-0.03930649895868521
420,266-76-6436,Naypyitaw,Miembro,Mujer,Food and beverages,38.6,3,5.79,121.59,Ewallet,115.8,7.5,2019-03-28,Thursday,Laboral,Mañana,Neutros,0,0,-0.03298115913813415
421,740-22-2500,Naypyitaw,Normal,Mujer,Electronic accessories,84.05,3,12.6075,264.7575,Cash,252.15,9.8,2019-01-23,Wednesday,Laboral,Mañana,Promotores,100,0,-0.018706886649173415
422,271-88-8734,Naypyitaw,Miembro,Mujer,Fashion accessories,97.21,10,48.605,1020.705,Credit card,972.1,8.7,2019-02-08,Friday,Laboral,Mañana,Promotores,100,0,-0.01314539667709913
423,301-81-8610,Mandalay,Miembro,Hombre,Fashion accessories,25.42,8,10.168,213.528,Credit card,203.36,6.7,2019-03-19,Tuesday,Laboral,Noche,Neutros,0,0,-0.02783617353837986
424,489-64-4354,Naypyitaw,Normal,Hombre,Fashion accessories,16.28,1,0.8140000000000001,17.094,Cash,16.28,5.0,2019-03-09,Saturday,Laboral,Tarde,Detractores,-100,0,-0.015805610602498965
425,198-84-7132,Mandalay,Miembro,Hombre,Fashion accessories,40.61,9,18.2745,383.7645,Cash,365.49,7.0,2019-01-02,Wednesday,Laboral,Mañana,Neutros,0,0,-0.024968037430382672
426,269-10-8440,Yangon,Miembro,Hombre,Health and beauty,53.17,7,18.6095,390.7995,Cash,372.19,8.9,2019-01-21,Monday,Laboral,Noche,Promotores,100,0,-0.01526955573034905
427,650-98-6268,Mandalay,Miembro,Mujer,Food and beverages,20.87,3,3.1305,65.7405,Credit card,62.61,8.0,2019-03-20,Wednesday,Laboral,Mañana,Neutros,0,0,-0.030167233268010962
428,741-73-3559,Mandalay,Normal,Hombre,Sports and travel,67.27,5,16.8175,353.1675,Cash,336.35,6.9,2019-02-27,Wednesday,Laboral,Tarde,Neutros,0,0,-0.03213109338584619
429,325-77-6186,Yangon,Miembro,Mujer,Home and lifestyle,90.65,10,45.325,951.825,Ewallet,906.5,7.3,2019-03-08,Friday,Laboral,Mañana,Neutros,0,0,-0.02189451073962767
430,286-75-7818,Mandalay,Normal,Hombre,Fashion accessories,69.08,2,6.9079999999999995,145.06799999999998,Credit card,138.16,6.9,2019-01-31,Thursday,Laboral,Noche,Neutros,0,0,-0.026984276159852327
431,574-57-9721,Naypyitaw,Normal,Hombre,Food and beverages,43.27,2,4.327,90.867,Ewallet,86.54,5.7,2019-03-08,Friday,Laboral,Tarde,Detractores,-100,0,-0.031569207607428984
432,459-50-7686,Yangon,Normal,Mujer,Electronic accessories,23.46,6,7.037999999999999,147.798,Ewallet,140.76,6.4,2019-01-13,Sunday,Festivo,Noche,Detractores,-100,0,-0.026793288430813078
433,616-87-0016,Mandalay,Normal,Hombre,Fashion accessories,95.54,7,33.439,702.2189999999999,Credit card,668.78,9.6,2019-03-09,Saturday,Laboral,Tarde,Promotores,100,0,-0.015293318662075506
434,837-55-7229,Mandalay,Normal,Mujer,Fashion accessories,47.44,1,2.372,49.812,Credit card,47.44,6.8,2019-02-22,Friday,Laboral,Noche,Neutros,0,0,-0.034991233402849486
435,751-69-0068,Naypyitaw,Normal,Hombre,Sports and travel,99.24,9,44.658,937.818,Ewallet,893.16,9.0,2019-03-19,Tuesday,Laboral,Noche,Promotores,100,1,0.02555157073800085
436,257-73-1380,Naypyitaw,Miembro,Hombre,Sports and travel,82.93,4,16.586,348.306,Ewallet,331.72,9.6,2019-01-20,Sunday,Festivo,Tarde,Promotores,100,0,-0.02328631752367738
437,345-08-4992,Yangon,Normal,Hombre,Home and lifestyle,33.99,6,10.197000000000001,214.137,Credit card,203.94,7.7,2019-03-08,Friday,Laboral,Tarde,Neutros,0,0,-0.03368660911411181
438,549-96-4200,Naypyitaw,Miembro,Hombre,Food and beverages,17.04,4,3.408,71.568,Ewallet,68.16,7.0,2019-03-08,Friday,Laboral,Noche,Neutros,0,0,-0.030827332788326833
439,810-60-6344,Naypyitaw,Normal,Mujer,Electronic accessories,40.86,8,16.344,343.224,Credit card,326.88,6.5,2019-02-07,Thursday,Laboral,Tarde,Neutros,0,0,-0.020663121252649908
440,450-28-2866,Naypyitaw,Miembro,Hombre,Food and beverages,17.44,5,4.36,91.56,Cash,87.2,8.1,2019-01-15,Tuesday,Laboral,Noche,Neutros,0,0,-0.014312896822486487
441,394-30-3170,Mandalay,Miembro,Mujer,Sports and travel,88.43,8,35.372,742.812,Credit card,707.44,4.3,2019-03-22,Friday,Laboral,Noche,Detractores,-100,1,0.0030281085761557636
442,138-17-5109,Yangon,Miembro,Mujer,Home and lifestyle,89.21,9,40.1445,843.0345,Credit card,802.89,6.5,2019-01-15,Tuesday,Laboral,Tarde,Neutros,0,0,-0.01858062673913352
443,192-98-7397,Naypyitaw,Normal,Hombre,Fashion accessories,12.78,1,0.639,13.419,Ewallet,12.78,9.5,2019-01-08,Tuesday,Laboral,Tarde,Promotores,100,0,-0.000783857551289513
444,301-11-9629,Yangon,Normal,Mujer,Sports and travel,19.1,7,6.685,140.385,Cash,133.7,9.7,2019-01-15,Tuesday,Laboral,Mañana,Promotores,100,0,-0.016933119295306165
445,390-80-5128,Mandalay,Miembro,Mujer,Health and beauty,19.15,1,0.9575,20.1075,Credit card,19.15,9.5,2019-01-28,Monday,Laboral,Tarde,Promotores,100,1,0.005724831371019312
446,235-46-8343,Naypyitaw,Miembro,Hombre,Food and beverages,27.66,10,13.83,290.43,Credit card,276.6,8.9,2019-02-14,Thursday,Laboral,Mañana,Promotores,100,0,-0.0169738386534678
447,453-12-7053,Naypyitaw,Normal,Hombre,Fashion accessories,45.74,3,6.861000000000001,144.08100000000002,Credit card,137.22,6.5,2019-03-10,Sunday,Festivo,Tarde,Neutros,0,0,-0.028192310090799255
448,296-11-7041,Mandalay,Miembro,Mujer,Health and beauty,27.07,1,1.3535,28.4235,Credit card,27.07,5.3,2019-01-12,Saturday,Laboral,Noche,Detractores,-100,0,-0.014464283595629013
449,449-27-2918,Mandalay,Miembro,Mujer,Sports and travel,39.12,1,1.956,41.076,Credit card,39.12,9.6,2019-03-26,Tuesday,Laboral,Mañana,Promotores,100,0,-0.0299185811240118
450,891-01-7034,Mandalay,Normal,Mujer,Electronic accessories,74.71,6,22.413,470.673,Cash,448.26,6.7,2019-01-01,Tuesday,Laboral,Noche,Neutros,0,0,-0.023138582942894947
451,744-09-5786,Mandalay,Normal,Hombre,Electronic accessories,22.01,6,6.603,138.66299999999998,Cash,132.06,7.6,2019-01-02,Wednesday,Laboral,Noche,Neutros,0,0,-0.02746252740981836
452,727-17-0390,Yangon,Normal,Mujer,Food and beverages,63.61,5,15.9025,333.9525,Ewallet,318.05,4.8,2019-03-16,Saturday,Laboral,Mañana,Detractores,-100,0,-0.035705140676518754
453,568-88-3448,Yangon,Normal,Hombre,Health and beauty,25.0,1,1.25,26.25,Ewallet,25.0,5.5,2019-03-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.0005130511095774448
454,187-83-5490,Yangon,Miembro,Hombre,Electronic accessories,20.77,4,4.154,87.234,Cash,83.08,4.7,2019-01-31,Thursday,Laboral,Mañana,Detractores,-100,0,-0.02665651899450794
455,767-54-1907,Mandalay,Miembro,Mujer,Fashion accessories,29.56,5,7.39,155.19,Cash,147.8,6.9,2019-02-13,Wednesday,Laboral,Tarde,Neutros,0,0,-0.03768703984934074
456,710-46-4433,Mandalay,Miembro,Mujer,Food and beverages,77.4,9,34.83,731.43,Credit card,696.6,4.5,2019-02-15,Friday,Laboral,Tarde,Detractores,-100,0,-0.015824898450325975
457,533-33-5337,Mandalay,Normal,Hombre,Electronic accessories,79.39,10,39.695,833.595,Cash,793.9,6.2,2019-02-07,Thursday,Laboral,Noche,Detractores,-100,0,-0.006585041477538911
458,325-90-8763,Naypyitaw,Miembro,Mujer,Electronic accessories,46.57,10,23.285,488.985,Cash,465.7,7.6,2019-01-27,Sunday,Festivo,Mañana,Neutros,0,0,-0.029873683151025676
459,729-46-7422,Naypyitaw,Normal,Hombre,Food and beverages,35.89,1,1.7945,37.6845,Credit card,35.89,7.9,2019-02-23,Saturday,Laboral,Tarde,Neutros,0,0,-0.024815233795589364
460,639-76-1242,Naypyitaw,Normal,Hombre,Food and beverages,40.52,5,10.13,212.73,Cash,202.6,4.5,2019-02-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.03177925006790727
461,234-03-4040,Mandalay,Miembro,Mujer,Food and beverages,73.05,10,36.525,767.025,Credit card,730.5,8.7,2019-03-03,Sunday,Festivo,Mañana,Promotores,100,0,-0.006225235651216354
462,326-71-2155,Naypyitaw,Normal,Mujer,Sports and travel,73.95,4,14.79,310.59,Cash,295.8,6.1,2019-02-03,Sunday,Festivo,Mañana,Detractores,-100,0,-0.02807549775441509
463,320-32-8842,Naypyitaw,Miembro,Mujer,Food and beverages,22.62,1,1.131,23.750999999999998,Cash,22.62,6.4,2019-03-17,Sunday,Festivo,Noche,Detractores,-100,0,-0.012896523845797203
464,470-32-9057,Yangon,Miembro,Hombre,Food and beverages,51.34,5,12.835,269.535,Credit card,256.7,9.1,2019-03-28,Thursday,Laboral,Tarde,Promotores,100,0,-0.02914640784260314
465,878-30-2331,Naypyitaw,Miembro,Mujer,Sports and travel,54.55,10,27.275,572.775,Credit card,545.5,7.1,2019-03-02,Saturday,Festivo,Mañana,Neutros,0,0,-0.032326089205152675
466,440-59-5691,Naypyitaw,Miembro,Mujer,Health and beauty,37.15,7,13.0025,273.0525,Credit card,260.05,7.7,2019-02-08,Friday,Laboral,Mañana,Neutros,0,0,-0.03979695324511867
467,554-53-3790,Mandalay,Normal,Hombre,Sports and travel,37.02,6,11.106,233.226,Cash,222.12,4.5,2019-03-22,Friday,Laboral,Noche,Detractores,-100,0,-0.031008543897691365
468,746-19-0921,Naypyitaw,Normal,Hombre,Food and beverages,21.58,1,1.079,22.659000000000002,Ewallet,21.58,7.2,2019-02-09,Saturday,Laboral,Mañana,Neutros,0,0,-0.017727950993115082
469,233-34-0817,Naypyitaw,Miembro,Mujer,Electronic accessories,98.84,1,4.942,103.78200000000001,Cash,98.84,8.4,2019-02-15,Friday,Laboral,Mañana,Neutros,0,0,-0.013349073998621286
470,767-05-1286,Naypyitaw,Miembro,Mujer,Home and lifestyle,83.77,6,25.131,527.751,Ewallet,502.62,5.4,2019-01-23,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.018268098574541036
471,340-21-9136,Yangon,Miembro,Mujer,Sports and travel,40.05,4,8.01,168.21,Cash,160.2,9.7,2019-01-25,Friday,Laboral,Mañana,Promotores,100,0,-0.04223448877802871
472,405-31-3305,Yangon,Miembro,Hombre,Fashion accessories,43.13,10,21.565,452.865,Credit card,431.3,5.5,2019-02-02,Saturday,Laboral,Noche,Detractores,-100,0,-0.013035378321092472
473,731-59-7531,Mandalay,Miembro,Hombre,Health and beauty,72.57,8,29.028000000000002,609.5880000000001,Cash,580.56,4.6,2019-03-30,Saturday,Laboral,Tarde,Detractores,-100,0,-0.020082108445841573
474,676-39-6028,Yangon,Miembro,Mujer,Electronic accessories,64.44,5,16.11,338.31,Cash,322.2,6.6,2019-03-30,Saturday,Laboral,Tarde,Neutros,0,0,-0.04121283746585114
475,502-05-1910,Yangon,Normal,Hombre,Health and beauty,65.18,3,9.777000000000001,205.317,Credit card,195.54,6.3,2019-02-25,Monday,Laboral,Noche,Detractores,-100,0,-0.027595411975172124
476,485-30-8700,Yangon,Normal,Mujer,Sports and travel,33.26,5,8.315,174.615,Credit card,166.3,4.2,2019-03-18,Monday,Laboral,Tarde,Detractores,-100,0,-0.01003676829958855
477,598-47-9715,Naypyitaw,Normal,Hombre,Electronic accessories,84.07,4,16.814,353.094,Ewallet,336.28,4.4,2019-03-07,Thursday,Laboral,Tarde,Detractores,-100,0,-0.018230680034993063
478,701-69-8742,Mandalay,Normal,Hombre,Sports and travel,34.37,10,17.185,360.885,Ewallet,343.7,6.7,2019-03-16,Saturday,Laboral,Mañana,Neutros,0,0,-0.020128227815416344
479,575-67-1508,Yangon,Normal,Hombre,Electronic accessories,38.6,1,1.93,40.53,Ewallet,38.6,6.7,2019-01-29,Tuesday,Laboral,Mañana,Neutros,0,0,-0.025774281074909644
480,541-08-3113,Naypyitaw,Normal,Hombre,Food and beverages,65.97,8,26.388,554.148,Cash,527.76,8.4,2019-02-02,Saturday,Laboral,Noche,Neutros,0,0,-0.02455435727141886
481,246-11-3901,Naypyitaw,Normal,Mujer,Electronic accessories,32.8,10,16.4,344.4,Cash,328.0,6.2,2019-02-15,Friday,Laboral,Mañana,Detractores,-100,0,-0.04440892680856373
482,674-15-9296,Yangon,Normal,Hombre,Sports and travel,37.14,5,9.285,194.985,Ewallet,185.7,5.0,2019-01-08,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.029939991806529065
483,305-18-3552,Mandalay,Miembro,Hombre,Home and lifestyle,60.38,10,30.19,633.99,Cash,603.8,6.0,2019-02-12,Tuesday,Festivo,Tarde,Detractores,-100,0,-0.022443135036578687
484,493-65-6248,Naypyitaw,Miembro,Mujer,Sports and travel,36.98,10,18.49,388.29,Credit card,369.8,7.0,2019-01-01,Tuesday,Laboral,Noche,Neutros,0,0,-0.0218594167216426
485,438-01-4015,Mandalay,Miembro,Mujer,Sports and travel,49.49,4,9.898,207.858,Ewallet,197.96,6.6,2019-03-21,Thursday,Laboral,Tarde,Neutros,0,0,-0.03603322865069558
486,709-58-4068,Mandalay,Normal,Mujer,Fashion accessories,41.09,10,20.545,431.445,Cash,410.9,7.3,2019-02-28,Thursday,Laboral,Tarde,Neutros,0,0,-0.029802220713725402
487,795-49-7276,Yangon,Normal,Hombre,Fashion accessories,37.15,4,7.43,156.03,Ewallet,148.6,8.3,2019-03-23,Saturday,Laboral,Noche,Neutros,0,0,-0.04575047433290674
488,556-72-8512,Naypyitaw,Normal,Hombre,Home and lifestyle,22.96,1,1.148,24.108,Cash,22.96,4.3,2019-01-30,Wednesday,Laboral,Noche,Detractores,-100,1,0.0076082987785836
489,627-95-3243,Mandalay,Miembro,Mujer,Home and lifestyle,77.68,9,34.955999999999996,734.076,Ewallet,699.12,9.8,2019-02-04,Monday,Laboral,Mañana,Promotores,100,0,-0.01504324710070315
490,686-41-0932,Mandalay,Normal,Mujer,Fashion accessories,34.7,2,3.47,72.87,Ewallet,69.4,8.2,2019-03-13,Wednesday,Laboral,Noche,Neutros,0,0,-0.02883870571567737
491,510-09-5628,Yangon,Miembro,Mujer,Fashion accessories,19.66,10,9.83,206.43,Credit card,196.6,7.2,2019-03-15,Friday,Laboral,Noche,Neutros,0,0,-0.03079445356000654
492,608-04-3797,Mandalay,Miembro,Mujer,Health and beauty,25.32,8,10.128,212.688,Ewallet,202.56,8.7,2019-03-05,Tuesday,Laboral,Noche,Promotores,100,0,-0.014445084804058594
493,148-82-2527,Naypyitaw,Miembro,Mujer,Home and lifestyle,12.12,10,6.06,127.26,Credit card,121.2,8.4,2019-03-05,Tuesday,Laboral,Mañana,Neutros,0,0,-0.021053912912902706
494,437-53-3084,Mandalay,Normal,Hombre,Fashion accessories,99.89,2,9.988999999999999,209.769,Ewallet,199.78,7.1,2019-02-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.01959072855403632
495,632-32-4574,Mandalay,Normal,Hombre,Sports and travel,75.92,8,30.368000000000002,637.7280000000001,Cash,607.36,5.5,2019-03-20,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.03311481990847953
496,556-97-7101,Naypyitaw,Normal,Mujer,Electronic accessories,63.22,2,6.322,132.762,Cash,126.44,8.5,2019-01-01,Tuesday,Laboral,Tarde,Promotores,100,0,-0.01643811408460827
497,862-59-8517,Naypyitaw,Normal,Mujer,Food and beverages,90.24,6,27.072,568.512,Cash,541.44,6.2,2019-01-27,Sunday,Festivo,Mañana,Detractores,-100,0,-0.02853000283455176
498,401-18-8016,Mandalay,Miembro,Mujer,Sports and travel,98.13,1,4.9065,103.0365,Cash,98.13,8.9,2019-01-21,Monday,Laboral,Tarde,Promotores,100,0,-0.005700450129056289
499,420-18-8989,Yangon,Miembro,Mujer,Sports and travel,51.52,8,20.608,432.76800000000003,Cash,412.16,9.6,2019-02-02,Saturday,Laboral,Tarde,Promotores,100,0,-0.03322568192802211
500,277-63-2961,Mandalay,Miembro,Hombre,Sports and travel,73.97,1,3.6985,77.6685,Credit card,73.97,5.4,2019-02-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.02484519471115232
501,573-98-8548,Naypyitaw,Miembro,Mujer,Fashion accessories,31.9,1,1.595,33.495,Ewallet,31.9,9.1,2019-01-05,Saturday,Laboral,Mañana,Promotores,100,0,-0.022159904176575873
502,620-02-2046,Naypyitaw,Normal,Hombre,Home and lifestyle,69.4,2,6.94,145.74,Ewallet,138.8,9.0,2019-01-27,Sunday,Festivo,Noche,Promotores,100,0,-0.01911618134627313
503,282-35-2475,Mandalay,Normal,Mujer,Sports and travel,93.31,2,9.331,195.951,Cash,186.62,6.3,2019-03-25,Monday,Laboral,Tarde,Detractores,-100,0,-0.02932720935467703
504,511-54-3087,Mandalay,Normal,Hombre,Sports and travel,88.45,1,4.4225,92.8725,Credit card,88.45,9.5,2019-02-25,Monday,Laboral,Tarde,Promotores,100,0,-0.010945442680468376
505,726-29-6793,Yangon,Miembro,Hombre,Electronic accessories,24.18,8,9.672,203.112,Ewallet,193.44,9.8,2019-01-28,Monday,Laboral,Noche,Promotores,100,0,-0.015408550449895864
506,387-49-4215,Mandalay,Miembro,Mujer,Sports and travel,48.5,3,7.275,152.775,Cash,145.5,6.7,2019-01-08,Tuesday,Laboral,Mañana,Neutros,0,0,-0.027355734382033647
507,862-17-9201,Mandalay,Normal,Mujer,Food and beverages,84.05,6,25.215,529.515,Credit card,504.3,7.7,2019-01-29,Tuesday,Laboral,Mañana,Neutros,0,0,-0.012978778585757467
508,291-21-5991,Mandalay,Miembro,Hombre,Health and beauty,61.29,5,15.3225,321.7725,Cash,306.45,7.0,2019-03-29,Friday,Laboral,Tarde,Neutros,0,0,-0.033127051159095644
509,602-80-9671,Naypyitaw,Miembro,Mujer,Home and lifestyle,15.95,6,4.785,100.485,Credit card,95.7,5.1,2019-02-09,Saturday,Laboral,Tarde,Detractores,-100,0,-0.01664179519558462
510,347-72-6115,Mandalay,Miembro,Mujer,Sports and travel,90.74,7,31.759,666.939,Credit card,635.18,6.2,2019-01-16,Wednesday,Laboral,Noche,Detractores,-100,0,-0.016514869037943747
511,209-61-0206,Yangon,Normal,Mujer,Home and lifestyle,42.91,5,10.7275,225.2775,Ewallet,214.55,6.1,2019-01-05,Saturday,Laboral,Tarde,Detractores,-100,0,-0.04080127369012654
512,595-27-4851,Yangon,Normal,Mujer,Fashion accessories,54.28,7,18.998,398.958,Ewallet,379.96,9.3,2019-01-27,Sunday,Festivo,Noche,Promotores,100,0,-0.022726059482769845
513,189-52-0236,Yangon,Normal,Hombre,Electronic accessories,99.55,7,34.8425,731.6925,Cash,696.85,7.6,2019-03-14,Thursday,Laboral,Mañana,Neutros,0,0,-0.020133524024612437
514,503-07-0930,Naypyitaw,Miembro,Hombre,Sports and travel,58.39,7,20.4365,429.1665,Credit card,408.73,8.2,2019-02-23,Saturday,Laboral,Noche,Neutros,0,0,-0.031123791405757717
515,413-20-6708,Naypyitaw,Miembro,Mujer,Fashion accessories,51.47,1,2.5735,54.0435,Ewallet,51.47,8.5,2019-03-18,Monday,Laboral,Tarde,Promotores,100,0,-0.01756773582850435
516,425-85-2085,Mandalay,Miembro,Hombre,Health and beauty,54.86,5,13.715,288.015,Ewallet,274.3,9.8,2019-03-29,Friday,Laboral,Tarde,Promotores,100,0,-0.02234260478014949
517,521-18-7827,Naypyitaw,Miembro,Hombre,Home and lifestyle,39.39,5,9.8475,206.7975,Credit card,196.95,8.7,2019-01-22,Tuesday,Laboral,Noche,Promotores,100,0,-0.03016810889291799
518,220-28-1851,Yangon,Normal,Hombre,Home and lifestyle,34.73,2,3.4730000000000003,72.933,Ewallet,69.46,9.7,2019-03-01,Friday,Laboral,Noche,Promotores,100,0,-0.03010330480464596
519,600-38-9738,Naypyitaw,Miembro,Hombre,Sports and travel,71.92,5,17.98,377.58,Credit card,359.6,4.3,2019-01-17,Thursday,Laboral,Tarde,Detractores,-100,0,-0.02592925140005331
520,734-91-1155,Mandalay,Normal,Mujer,Electronic accessories,45.71,3,6.8565,143.9865,Credit card,137.13,7.7,2019-03-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.018348162238959742
521,451-28-5717,Naypyitaw,Miembro,Mujer,Home and lifestyle,83.17,6,24.951,523.971,Cash,499.02,7.3,2019-03-20,Wednesday,Laboral,Mañana,Neutros,0,0,-0.02993632965141857
522,609-81-8548,Yangon,Miembro,Mujer,Home and lifestyle,37.44,6,11.232000000000001,235.872,Credit card,224.64,5.9,2019-02-06,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.047840790584778914
523,133-14-7229,Naypyitaw,Normal,Hombre,Health and beauty,62.87,2,6.287000000000001,132.02700000000002,Cash,125.74,5.0,2019-01-01,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.020230858295938958
524,534-01-4457,Yangon,Normal,Hombre,Food and beverages,81.71,6,24.513,514.773,Credit card,490.26,8.0,2019-01-27,Sunday,Festivo,Tarde,Neutros,0,0,-0.032654695429258807
525,719-89-8991,Yangon,Miembro,Mujer,Sports and travel,91.41,5,22.8525,479.9025,Ewallet,457.05,7.1,2019-02-25,Monday,Laboral,Tarde,Neutros,0,0,-0.03149468734834748
526,286-62-6248,Mandalay,Normal,Hombre,Fashion accessories,39.21,4,7.8420000000000005,164.68200000000002,Credit card,156.84,9.0,2019-01-16,Wednesday,Laboral,Noche,Promotores,100,0,-0.03744133510854386
527,339-38-9982,Mandalay,Miembro,Hombre,Fashion accessories,59.86,2,5.986000000000001,125.706,Ewallet,119.72,6.7,2019-01-13,Sunday,Festivo,Tarde,Neutros,0,0,-0.039960086559717944
528,827-44-5872,Mandalay,Miembro,Mujer,Food and beverages,54.36,10,27.18,570.78,Credit card,543.6,6.1,2019-02-07,Thursday,Laboral,Mañana,Detractores,-100,0,-0.006766785696654787
529,827-77-7633,Yangon,Normal,Hombre,Sports and travel,98.09,9,44.1405,926.9505,Cash,882.81,9.3,2019-02-17,Sunday,Festivo,Noche,Promotores,100,1,0.024855301770120408
530,287-83-1405,Yangon,Normal,Hombre,Health and beauty,25.43,6,7.629,160.209,Ewallet,152.58,7.0,2019-02-12,Tuesday,Festivo,Noche,Neutros,0,0,-0.029850347872726335
531,435-13-4908,Yangon,Miembro,Hombre,Fashion accessories,86.68,8,34.672,728.112,Credit card,693.44,7.2,2019-01-24,Thursday,Laboral,Noche,Neutros,0,1,0.005233128503223439
532,857-67-9057,Mandalay,Normal,Hombre,Electronic accessories,22.95,10,11.475,240.975,Ewallet,229.5,8.2,2019-02-06,Wednesday,Laboral,Noche,Neutros,0,0,-0.016670301661162235
533,236-27-1144,Naypyitaw,Normal,Mujer,Food and beverages,16.31,9,7.3395,154.1295,Ewallet,146.79,8.4,2019-03-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.017149263961346306
534,892-05-6689,Yangon,Normal,Mujer,Home and lifestyle,28.32,5,7.08,148.68,Ewallet,141.6,6.2,2019-03-11,Monday,Laboral,Mañana,Detractores,-100,0,-0.04024627882852949
535,583-41-4548,Naypyitaw,Normal,Hombre,Home and lifestyle,16.67,7,5.8345,122.5245,Ewallet,116.69,7.4,2019-02-07,Thursday,Laboral,Mañana,Neutros,0,0,-0.02302460667307138
536,339-12-4827,Mandalay,Miembro,Mujer,Fashion accessories,73.96,1,3.698,77.658,Credit card,73.96,5.0,2019-01-05,Saturday,Laboral,Mañana,Detractores,-100,0,-0.03033460801842114
537,643-38-7867,Yangon,Normal,Hombre,Home and lifestyle,97.94,1,4.897,102.837,Ewallet,97.94,6.9,2019-03-07,Thursday,Laboral,Mañana,Neutros,0,0,-0.018621312923995048
538,308-81-0538,Yangon,Normal,Mujer,Fashion accessories,73.05,4,14.61,306.81,Credit card,292.2,4.9,2019-02-25,Monday,Laboral,Tarde,Detractores,-100,0,-0.03017534121706167
539,358-88-9262,Naypyitaw,Miembro,Mujer,Food and beverages,87.48,6,26.244,551.124,Ewallet,524.88,5.1,2019-02-01,Friday,Laboral,Noche,Detractores,-100,0,-0.03076267007452682
540,460-35-4390,Yangon,Normal,Hombre,Home and lifestyle,30.68,3,4.602,96.64200000000001,Ewallet,92.04,9.1,2019-01-22,Tuesday,Laboral,Mañana,Promotores,100,0,-0.03966318625404186
