,Factura,Ciudad,Tipo_cliente,Genero,Linea_producto,Precio_unidad,Cantidad,Impuesto,Total,Forma_pago,Coste,Calificacion,Fecha2,Dia,Jornada,Horario,Calificacion2,ISG,Anomaly,Anomaly_Score,Cluster
750,263-87-5680,Naypyitaw,Miembro,Mujer,Home and lifestyle,28.53,10,14.265,299.565,Ewallet,285.3,7.8,2019-03-18,Monday,Laboral,Tarde,Neutros,0,0,-0.026221854997548144,Cluster 1
751,308-47-4913,Yangon,Miembro,Mujer,Sports and travel,52.26,10,26.13,548.73,Credit card,522.6,6.2,2019-03-09,Saturday,Laboral,Mañana,Detractores,-100,0,-0.028716623676348307,Cluster 0
752,610-46-4100,Yangon,Normal,Hombre,Health and beauty,28.95,7,10.1325,212.7825,Credit card,202.65,6.0,2019-03-03,Sunday,Festivo,Noche,Detractores,-100,0,-0.02800111613410905,Cluster 2
753,382-03-4532,Yangon,Miembro,Mujer,Health and beauty,18.33,1,0.9165,19.2465,Cash,18.33,4.3,2019-02-02,Saturday,Laboral,Noche,Detractores,-100,1,0.004107381128421017,Cluster 2
754,556-41-6224,Naypyitaw,Normal,Hombre,Health and beauty,33.64,8,13.456,282.576,Credit card,269.12,9.3,2019-02-15,Friday,Laboral,Tarde,Promotores,100,0,-0.023927562975908482,Cluster 1
755,831-07-6050,Yangon,Normal,Hombre,Electronic accessories,32.71,5,8.1775,171.7275,Credit card,163.55,9.9,2019-03-19,Tuesday,Laboral,Mañana,Promotores,100,0,-0.018097814314115838,Cluster 0
756,740-11-5257,Naypyitaw,Normal,Hombre,Electronic accessories,24.74,10,12.37,259.77,Cash,247.4,7.1,2019-02-24,Sunday,Festivo,Tarde,Neutros,0,0,-0.022354895490998342,Cluster 1
757,239-48-4278,Yangon,Miembro,Hombre,Food and beverages,10.13,7,3.5455,74.4555,Ewallet,70.91,8.3,2019-03-10,Sunday,Festivo,Noche,Neutros,0,0,-0.03189167545317295,Cluster 2
758,416-17-9926,Yangon,Miembro,Mujer,Electronic accessories,74.22,10,37.11,779.31,Credit card,742.2,4.3,2019-01-01,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.008235962190965562,Cluster 1
759,227-78-1148,Mandalay,Normal,Mujer,Fashion accessories,72.84,7,25.494,535.374,Cash,509.88,8.4,2019-02-15,Friday,Laboral,Mañana,Neutros,0,0,-0.053267917030707435,Cluster 0
760,276-54-0879,Mandalay,Normal,Hombre,Sports and travel,97.74,4,19.548,410.508,Ewallet,390.96,6.4,2019-03-12,Tuesday,Laboral,Noche,Detractores,-100,0,-0.024695867423549456,Cluster 2
761,789-23-8625,Mandalay,Miembro,Hombre,Fashion accessories,93.22,3,13.983,293.643,Cash,279.66,7.2,2019-01-24,Thursday,Laboral,Mañana,Neutros,0,0,-0.027140484390713704,Cluster 0
762,870-76-1733,Yangon,Miembro,Mujer,Food and beverages,14.23,5,3.5575,74.7075,Credit card,71.15,4.4,2019-02-01,Friday,Laboral,Mañana,Detractores,-100,0,-0.025920967011045185,Cluster 0
763,459-50-7686,Yangon,Normal,Mujer,Electronic accessories,23.46,6,7.0379999999999985,147.798,Ewallet,140.76,6.4,2019-01-13,Sunday,Festivo,Noche,Detractores,-100,0,-0.02679328843081308,Cluster 2
764,620-02-2046,Naypyitaw,Normal,Hombre,Home and lifestyle,69.4,2,6.94,145.74,Ewallet,138.8,9.0,2019-01-27,Sunday,Festivo,Noche,Promotores,100,0,-0.01911618134627313,Cluster 2
765,433-75-6987,Mandalay,Miembro,Mujer,Health and beauty,55.97,7,19.5895,411.3795,Ewallet,391.79,8.9,2019-03-05,Tuesday,Laboral,Noche,Promotores,100,0,-0.013521464791050208,Cluster 2
766,788-21-5741,Yangon,Normal,Hombre,Fashion accessories,45.38,3,6.807,142.947,Credit card,136.14,7.2,2019-02-17,Sunday,Festivo,Mañana,Neutros,0,0,-0.03701103983455345,Cluster 0
767,277-35-5865,Naypyitaw,Miembro,Mujer,Food and beverages,98.97,9,44.5365,935.2665,Cash,890.73,6.7,2019-03-09,Saturday,Laboral,Mañana,Neutros,0,0,-0.008913694662968208,Cluster 0
768,325-89-4209,Yangon,Miembro,Hombre,Food and beverages,87.9,1,4.395,92.295,Ewallet,87.9,6.7,2019-02-05,Tuesday,Laboral,Noche,Neutros,0,0,-0.02185175200168576,Cluster 2
769,862-17-9201,Mandalay,Normal,Mujer,Food and beverages,84.05,6,25.215,529.515,Credit card,504.3,7.7,2019-01-29,Tuesday,Laboral,Mañana,Neutros,0,0,-0.012978778585757468,Cluster 0
770,670-79-6321,Mandalay,Miembro,Mujer,Home and lifestyle,94.59,7,33.1065,695.2365,Credit card,662.13,4.9,2019-01-17,Thursday,Laboral,Tarde,Detractores,-100,0,-0.0041427263183843035,Cluster 1
771,394-30-3170,Mandalay,Miembro,Mujer,Sports and travel,88.43,8,35.372,742.812,Credit card,707.44,4.3,2019-03-22,Friday,Laboral,Noche,Detractores,-100,1,0.003028108576155764,Cluster 2
772,523-38-0215,Naypyitaw,Normal,Hombre,Home and lifestyle,37.0,1,1.85,38.85,Credit card,37.0,7.9,2019-03-06,Wednesday,Laboral,Mañana,Neutros,0,0,-0.011666081996117959,Cluster 0
773,725-32-9708,Mandalay,Miembro,Mujer,Fashion accessories,68.71,4,13.742,288.582,Cash,274.84,4.1,2019-01-04,Friday,Festivo,Noche,Detractores,-100,0,-0.030290219492745907,Cluster 2
774,732-04-5373,Mandalay,Miembro,Hombre,Home and lifestyle,46.47,4,9.294,195.174,Cash,185.88,7.0,2019-02-08,Friday,Laboral,Mañana,Neutros,0,0,-0.0448689891388101,Cluster 0
775,138-17-5109,Yangon,Miembro,Mujer,Home and lifestyle,89.21,9,40.1445,843.0345,Credit card,802.89,6.5,2019-01-15,Tuesday,Laboral,Tarde,Neutros,0,0,-0.018580626739133518,Cluster 1
776,182-88-2763,Mandalay,Miembro,Hombre,Food and beverages,79.91,3,11.9865,251.7165,Credit card,239.73,5.0,2019-03-20,Wednesday,Laboral,Noche,Detractores,-100,0,-0.0245108039417895,Cluster 2
777,497-37-6538,Yangon,Normal,Hombre,Sports and travel,58.91,7,20.6185,432.9885,Ewallet,412.37,9.7,2019-01-17,Thursday,Laboral,Tarde,Promotores,100,0,-0.016478204573938338,Cluster 1
778,729-46-7422,Naypyitaw,Normal,Hombre,Food and beverages,35.89,1,1.7945,37.6845,Credit card,35.89,7.9,2019-02-23,Saturday,Laboral,Tarde,Neutros,0,0,-0.02481523379558936,Cluster 1
779,873-51-0671,Yangon,Miembro,Mujer,Sports and travel,21.98,7,7.693,161.553,Ewallet,153.86,5.1,2019-01-10,Thursday,Laboral,Tarde,Detractores,-100,0,-0.02408202540347615,Cluster 1
780,244-08-0162,Mandalay,Normal,Mujer,Health and beauty,34.21,10,17.105,359.205,Cash,342.1,5.1,2019-01-02,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.02169772286569249,Cluster 0
781,563-47-4072,Mandalay,Normal,Mujer,Health and beauty,55.81,6,16.743,351.603,Cash,334.86,9.9,2019-01-22,Tuesday,Laboral,Mañana,Promotores,100,0,-0.010555804106120559,Cluster 0
782,162-65-8559,Naypyitaw,Miembro,Hombre,Food and beverages,68.98,1,3.449,72.429,Cash,68.98,4.8,2019-01-21,Monday,Laboral,Noche,Detractores,-100,0,-0.0025088376982781435,Cluster 2
783,550-84-8664,Yangon,Normal,Hombre,Sports and travel,85.91,5,21.4775,451.0275,Credit card,429.55,8.6,2019-03-22,Friday,Laboral,Tarde,Promotores,100,0,-0.026371444547041326,Cluster 1
784,809-46-1866,Yangon,Normal,Hombre,Health and beauty,58.15,4,11.63,244.23,Cash,232.6,8.4,2019-01-23,Wednesday,Laboral,Tarde,Neutros,0,0,-0.025078019089194603,Cluster 1
785,282-35-2475,Mandalay,Normal,Mujer,Sports and travel,93.31,2,9.331,195.951,Cash,186.62,6.3,2019-03-25,Monday,Laboral,Tarde,Detractores,-100,0,-0.02932720935467703,Cluster 1
786,767-97-4650,Mandalay,Miembro,Mujer,Sports and travel,64.83,2,6.483,136.143,Credit card,129.66,8.0,2019-01-08,Tuesday,Laboral,Mañana,Neutros,0,0,-0.03697935521381801,Cluster 0
787,502-05-1910,Yangon,Normal,Hombre,Health and beauty,65.18,3,9.777,205.317,Credit card,195.54,6.3,2019-02-25,Monday,Laboral,Noche,Detractores,-100,0,-0.027595411975172124,Cluster 2
788,545-07-8534,Naypyitaw,Normal,Mujer,Health and beauty,58.32,2,5.832000000000002,122.472,Ewallet,116.64,6.0,2019-02-14,Thursday,Laboral,Mañana,Detractores,-100,0,-0.0244792278196142,Cluster 0
789,283-26-5248,Naypyitaw,Miembro,Mujer,Food and beverages,98.52,10,49.26,1034.46,Ewallet,985.2,4.5,2019-01-30,Wednesday,Laboral,Noche,Detractores,-100,1,0.004898032940572228,Cluster 2
790,816-72-8853,Yangon,Miembro,Mujer,Sports and travel,27.93,5,6.9825,146.6325,Cash,139.65,5.9,2019-01-29,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.03416716626787264,Cluster 1
791,191-10-6171,Mandalay,Normal,Mujer,Fashion accessories,39.62,7,13.867,291.207,Cash,277.34,7.5,2019-01-25,Friday,Laboral,Mañana,Neutros,0,0,-0.06070818088602802,Cluster 0
792,151-27-8496,Naypyitaw,Normal,Mujer,Electronic accessories,56.13,4,11.226,235.746,Ewallet,224.52,8.6,2019-01-19,Saturday,Laboral,Mañana,Promotores,100,0,-0.01581492466646306,Cluster 0
793,134-54-4720,Mandalay,Normal,Mujer,Electronic accessories,42.42,8,16.968,356.3280000000001,Ewallet,339.36,5.7,2019-01-30,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.025590007371109724,Cluster 0
794,349-97-8902,Mandalay,Miembro,Hombre,Food and beverages,57.89,2,5.789,121.569,Ewallet,115.78,8.9,2019-01-17,Thursday,Laboral,Mañana,Promotores,100,0,-0.024795035889712325,Cluster 0
795,856-22-8149,Yangon,Normal,Mujer,Home and lifestyle,25.29,1,1.2645,26.5545,Ewallet,25.29,6.1,2019-03-23,Saturday,Laboral,Mañana,Detractores,-100,0,-0.02752711789440632,Cluster 0
796,802-43-8934,Yangon,Normal,Hombre,Home and lifestyle,18.28,1,0.914,19.194000000000006,Credit card,18.28,8.3,2019-03-22,Friday,Laboral,Tarde,Neutros,0,0,-0.013123744911857416,Cluster 1
797,210-30-7976,Mandalay,Miembro,Mujer,Fashion accessories,22.32,4,4.464,93.744,Ewallet,89.28,4.1,2019-03-14,Thursday,Laboral,Mañana,Detractores,-100,0,-0.010257624161508884,Cluster 0
798,291-59-1384,Mandalay,Normal,Hombre,Electronic accessories,60.3,1,3.015,63.315,Cash,60.3,6.0,2019-02-28,Thursday,Laboral,Tarde,Detractores,-100,0,-0.023427857576283958,Cluster 1
799,745-74-0715,Yangon,Normal,Hombre,Electronic accessories,58.03,2,5.803,121.863,Ewallet,116.06,8.8,2019-03-10,Sunday,Festivo,Noche,Promotores,100,0,-0.025234494832961696,Cluster 2
800,699-88-1972,Mandalay,Normal,Hombre,Health and beauty,99.16,8,39.664,832.944,Credit card,793.28,4.2,2019-01-28,Monday,Laboral,Tarde,Detractores,-100,0,-0.003167098372004018,Cluster 1
801,246-11-3901,Naypyitaw,Normal,Mujer,Electronic accessories,32.8,10,16.4,344.4,Cash,328.0,6.2,2019-02-15,Friday,Laboral,Mañana,Detractores,-100,0,-0.04440892680856373,Cluster 0
802,339-96-8318,Mandalay,Miembro,Hombre,Fashion accessories,81.31,7,28.4585,597.6285,Ewallet,569.17,6.3,2019-03-01,Friday,Laboral,Noche,Detractores,-100,0,-0.01714693246457122,Cluster 2
803,340-21-9136,Yangon,Miembro,Mujer,Sports and travel,40.05,4,8.01,168.21,Cash,160.2,9.7,2019-01-25,Friday,Laboral,Mañana,Promotores,100,0,-0.04223448877802871,Cluster 0
804,450-28-2866,Naypyitaw,Miembro,Hombre,Food and beverages,17.44,5,4.36,91.56,Cash,87.2,8.1,2019-01-15,Tuesday,Laboral,Noche,Neutros,0,0,-0.014312896822486487,Cluster 2
805,851-98-3555,Mandalay,Normal,Mujer,Health and beauty,82.88,5,20.72,435.12,Credit card,414.4,6.6,2019-03-24,Sunday,Festivo,Tarde,Neutros,0,0,-0.014312183238324394,Cluster 1
806,320-85-2052,Mandalay,Normal,Mujer,Sports and travel,34.81,1,1.7405,36.5505,Credit card,34.81,7.0,2019-01-14,Monday,Laboral,Mañana,Neutros,0,0,-0.02887984899351304,Cluster 0
807,156-95-3964,Yangon,Normal,Mujer,Food and beverages,55.39,4,11.078,232.638,Ewallet,221.56,8.0,2019-03-25,Monday,Laboral,Tarde,Neutros,0,0,-0.04167421447167763,Cluster 1
808,729-09-9681,Yangon,Miembro,Hombre,Home and lifestyle,25.91,6,7.773,163.233,Ewallet,155.46,8.7,2019-02-05,Tuesday,Laboral,Mañana,Promotores,100,0,-0.03938286318430062,Cluster 0
809,587-73-4862,Yangon,Miembro,Mujer,Health and beauty,10.69,5,2.6725,56.1225,Ewallet,53.45,7.6,2019-03-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.024043976433824943,Cluster 0
810,741-73-3559,Mandalay,Normal,Hombre,Sports and travel,67.27,5,16.8175,353.1675,Cash,336.35,6.9,2019-02-27,Wednesday,Laboral,Tarde,Neutros,0,0,-0.03213109338584619,Cluster 1
811,534-53-3526,Yangon,Normal,Mujer,Sports and travel,94.76,4,18.952,397.992,Ewallet,379.04,7.8,2019-02-11,Monday,Laboral,Tarde,Neutros,0,0,-0.03056892733022032,Cluster 1
812,577-34-7579,Naypyitaw,Miembro,Hombre,Food and beverages,50.49,9,22.7205,477.1305,Cash,454.41,5.4,2019-01-10,Thursday,Laboral,Tarde,Detractores,-100,0,-0.03230670481192377,Cluster 1
813,862-59-8517,Naypyitaw,Normal,Mujer,Food and beverages,90.24,6,27.072,568.512,Cash,541.44,6.2,2019-01-27,Sunday,Festivo,Mañana,Detractores,-100,0,-0.028530002834551763,Cluster 0
814,188-55-0967,Mandalay,Miembro,Hombre,Health and beauty,66.47,10,33.235,697.935,Credit card,664.7,5.0,2019-01-15,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.010681031462918987,Cluster 1
815,686-41-0932,Mandalay,Normal,Mujer,Fashion accessories,34.7,2,3.47,72.87,Ewallet,69.4,8.2,2019-03-13,Wednesday,Laboral,Noche,Neutros,0,0,-0.028838705715677367,Cluster 2
816,518-17-2983,Yangon,Normal,Mujer,Fashion accessories,48.63,4,9.726,204.246,Ewallet,194.52,7.6,2019-02-04,Monday,Laboral,Tarde,Neutros,0,0,-0.048975194596448564,Cluster 1
817,639-76-1242,Naypyitaw,Normal,Hombre,Food and beverages,40.52,5,10.13,212.73,Cash,202.6,4.5,2019-02-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.03177925006790727,Cluster 1
818,263-10-3913,Naypyitaw,Miembro,Hombre,Fashion accessories,49.04,9,22.068,463.42800000000005,Credit card,441.36,8.6,2019-01-09,Wednesday,Laboral,Tarde,Promotores,100,0,-0.015586055786166897,Cluster 1
819,210-57-1719,Mandalay,Normal,Mujer,Health and beauty,58.24,9,26.208,550.368,Cash,524.16,9.7,2019-02-05,Tuesday,Laboral,Mañana,Promotores,100,0,-0.011297466740204598,Cluster 0
820,448-61-3783,Yangon,Normal,Mujer,Electronic accessories,90.02,8,36.008,756.168,Credit card,720.16,4.5,2019-03-21,Thursday,Laboral,Tarde,Detractores,-100,0,-0.010656507620705469,Cluster 1
821,548-48-3156,Yangon,Miembro,Mujer,Food and beverages,83.34,2,8.334,175.014,Cash,166.68,7.6,2019-03-19,Tuesday,Laboral,Mañana,Neutros,0,0,-0.01984092704015405,Cluster 0
822,877-22-3308,Yangon,Miembro,Hombre,Health and beauty,15.87,10,7.935,166.635,Cash,158.7,5.8,2019-03-13,Wednesday,Laboral,Tarde,Detractores,-100,1,0.0019164440332154478,Cluster 1
823,636-98-3364,Mandalay,Miembro,Mujer,Electronic accessories,26.26,3,3.939,82.719,Ewallet,78.78,6.3,2019-03-02,Saturday,Festivo,Mañana,Detractores,-100,0,-0.017955551342711762,Cluster 0
824,672-51-8681,Naypyitaw,Miembro,Mujer,Electronic accessories,66.65,9,29.9925,629.8425,Credit card,599.85,9.7,2019-01-04,Friday,Festivo,Noche,Promotores,100,0,-0.006184372960169493,Cluster 2
825,665-32-9167,Yangon,Miembro,Mujer,Health and beauty,36.26,2,3.626,76.146,Credit card,72.52,7.2,2019-01-10,Thursday,Laboral,Tarde,Neutros,0,0,-0.015353616794779756,Cluster 1
826,381-20-0914,Yangon,Miembro,Mujer,Fashion accessories,20.01,9,9.0045,189.0945,Credit card,180.09,5.7,2019-01-12,Saturday,Laboral,Tarde,Detractores,-100,0,-0.04324316412864637,Cluster 1
827,361-59-0574,Mandalay,Miembro,Hombre,Sports and travel,90.53,8,36.212,760.452,Credit card,724.24,6.5,2019-03-15,Friday,Laboral,Tarde,Neutros,0,0,-0.018389367022928704,Cluster 1
828,817-48-8732,Yangon,Miembro,Mujer,Home and lifestyle,72.35,10,36.175,759.675,Cash,723.5,5.4,2019-01-20,Sunday,Festivo,Tarde,Detractores,-100,0,-0.016773314680854745,Cluster 1
829,410-67-1709,Yangon,Miembro,Mujer,Fashion accessories,63.88,8,25.552,536.592,Ewallet,511.04,9.9,2019-01-20,Sunday,Festivo,Tarde,Promotores,100,0,-0.016365759122712098,Cluster 1
830,405-31-3305,Yangon,Miembro,Hombre,Fashion accessories,43.13,10,21.565,452.865,Credit card,431.3,5.5,2019-02-02,Saturday,Laboral,Noche,Detractores,-100,0,-0.013035378321092472,Cluster 2
831,489-64-4354,Naypyitaw,Normal,Hombre,Fashion accessories,16.28,1,0.8140000000000001,17.094,Cash,16.28,5.0,2019-03-09,Saturday,Laboral,Tarde,Detractores,-100,0,-0.01580561060249896,Cluster 1
832,743-88-1662,Naypyitaw,Normal,Hombre,Sports and travel,95.49,7,33.4215,701.8515,Ewallet,668.43,8.7,2019-02-22,Friday,Laboral,Noche,Promotores,100,1,0.0007451670609763816,Cluster 2
833,541-08-3113,Naypyitaw,Normal,Hombre,Food and beverages,65.97,8,26.388,554.148,Cash,527.76,8.4,2019-02-02,Saturday,Laboral,Noche,Neutros,0,0,-0.02455435727141886,Cluster 2
834,556-97-7101,Naypyitaw,Normal,Mujer,Electronic accessories,63.22,2,6.322,132.762,Cash,126.44,8.5,2019-01-01,Tuesday,Laboral,Tarde,Promotores,100,0,-0.01643811408460827,Cluster 1
835,655-07-2265,Yangon,Normal,Hombre,Electronic accessories,78.31,3,11.7465,246.6765,Ewallet,234.93,5.4,2019-03-05,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.03209215897329532,Cluster 1
836,794-42-3736,Mandalay,Normal,Hombre,Food and beverages,33.33,2,3.333,69.993,Credit card,66.66,6.4,2019-01-26,Saturday,Laboral,Tarde,Detractores,-100,0,-0.033821395766319366,Cluster 1
837,787-15-1757,Naypyitaw,Miembro,Hombre,Health and beauty,44.07,4,8.814,185.094,Ewallet,176.28,8.4,2019-02-18,Monday,Laboral,Tarde,Neutros,0,0,-0.02272534273799176,Cluster 1
838,272-27-9238,Naypyitaw,Normal,Mujer,Food and beverages,41.24,4,8.248,173.208,Cash,164.96,7.1,2019-02-19,Tuesday,Laboral,Tarde,Neutros,0,0,-0.027774015451812902,Cluster 1
839,132-23-6451,Yangon,Miembro,Hombre,Health and beauty,20.97,5,5.2425,110.0925,Cash,104.85,7.8,2019-01-04,Friday,Festivo,Mañana,Neutros,0,0,-0.029463036777844683,Cluster 0
840,280-17-4359,Naypyitaw,Miembro,Hombre,Health and beauty,90.5,10,45.25,950.25,Cash,905.0,8.1,2019-01-25,Friday,Laboral,Mañana,Neutros,0,0,-0.00684504592389612,Cluster 0
841,504-35-8843,Yangon,Normal,Hombre,Sports and travel,42.47,1,2.1235,44.5935,Cash,42.47,5.7,2019-01-02,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.0083459791678554,Cluster 1
842,574-31-8277,Mandalay,Miembro,Hombre,Fashion accessories,33.63,1,1.6815,35.3115,Cash,33.63,5.6,2019-03-20,Wednesday,Laboral,Noche,Detractores,-100,0,-0.02331224377060348,Cluster 2
843,190-59-3964,Mandalay,Miembro,Hombre,Food and beverages,47.16,5,11.79,247.59,Credit card,235.8,6.0,2019-02-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.03758563624689548,Cluster 1
844,815-04-6282,Naypyitaw,Miembro,Mujer,Sports and travel,64.97,5,16.2425,341.0925,Credit card,324.85,6.5,2019-02-08,Friday,Laboral,Mañana,Neutros,0,0,-0.04803485192543,Cluster 0
845,563-91-7120,Yangon,Normal,Mujer,Fashion accessories,61.77,5,15.4425,324.2925,Cash,308.85,6.7,2019-03-08,Friday,Laboral,Mañana,Neutros,0,0,-0.0523554411211184,Cluster 0
846,801-88-0346,Naypyitaw,Normal,Mujer,Fashion accessories,76.06,3,11.409,239.58900000000003,Credit card,228.18,9.8,2019-01-05,Saturday,Laboral,Noche,Promotores,100,0,-0.028063946051281152,Cluster 2
847,622-20-1945,Naypyitaw,Normal,Mujer,Health and beauty,39.42,1,1.971,41.39100000000001,Cash,39.42,8.4,2019-01-18,Friday,Laboral,Tarde,Neutros,0,0,-0.00499983784139213,Cluster 1
848,285-68-5083,Naypyitaw,Miembro,Mujer,Sports and travel,24.74,3,3.711,77.931,Credit card,74.22,10.0,2019-02-15,Friday,Laboral,Tarde,Promotores,100,0,-0.021644380759705092,Cluster 1
849,709-58-4068,Mandalay,Normal,Mujer,Fashion accessories,41.09,10,20.545,431.445,Cash,410.9,7.3,2019-02-28,Thursday,Laboral,Tarde,Neutros,0,0,-0.0298022207137254,Cluster 1
850,288-62-1085,Yangon,Miembro,Hombre,Fashion accessories,38.54,5,9.635,202.335,Ewallet,192.7,5.6,2019-01-09,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.033968206646014965,Cluster 0
851,525-88-7307,Mandalay,Miembro,Hombre,Sports and travel,75.82,1,3.791,79.611,Cash,75.82,5.8,2019-01-31,Thursday,Laboral,Mañana,Detractores,-100,0,-0.0219617772947498,Cluster 0
852,745-71-3520,Yangon,Miembro,Mujer,Electronic accessories,25.22,7,8.827,185.367,Cash,176.54,8.2,2019-02-04,Monday,Laboral,Mañana,Neutros,0,0,-0.03930649895868521,Cluster 0
853,711-31-1234,Mandalay,Normal,Mujer,Electronic accessories,95.64,4,19.128,401.6880000000001,Cash,382.56,7.9,2019-03-16,Saturday,Laboral,Noche,Neutros,0,0,-0.020135025309421014,Cluster 2
854,616-87-0016,Mandalay,Normal,Hombre,Fashion accessories,95.54,7,33.439,702.2189999999998,Credit card,668.78,9.6,2019-03-09,Saturday,Laboral,Tarde,Promotores,100,0,-0.015293318662075506,Cluster 1
855,573-10-3877,Mandalay,Miembro,Hombre,Health and beauty,39.01,1,1.9505,40.9605,Credit card,39.01,4.7,2019-03-12,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.031027892466284786,Cluster 1
856,221-25-5073,Yangon,Normal,Mujer,Food and beverages,74.66,4,14.932,313.572,Cash,298.64,8.5,2019-03-04,Monday,Laboral,Mañana,Promotores,100,0,-0.0334790648830956,Cluster 0
857,727-75-6477,Naypyitaw,Normal,Hombre,Electronic accessories,28.84,4,5.768,121.128,Cash,115.36,6.4,2019-03-29,Friday,Laboral,Tarde,Detractores,-100,0,-0.030446916565196824,Cluster 1
858,174-36-3675,Naypyitaw,Miembro,Hombre,Food and beverages,99.37,2,9.937,208.677,Cash,198.74,5.2,2019-02-14,Thursday,Laboral,Tarde,Detractores,-100,0,-0.003867591322338826,Cluster 1
859,825-94-5922,Mandalay,Normal,Hombre,Sports and travel,25.31,2,2.531,53.151,Ewallet,50.62,7.2,2019-03-02,Saturday,Festivo,Noche,Neutros,0,0,-0.03069245807580001,Cluster 2
860,370-41-7321,Mandalay,Miembro,Hombre,Health and beauty,56.69,9,25.5105,535.7205,Credit card,510.21,8.4,2019-02-27,Wednesday,Laboral,Tarde,Neutros,0,0,-0.018897354635037836,Cluster 1
861,362-58-8315,Naypyitaw,Normal,Hombre,Fashion accessories,76.52,5,19.13,401.73,Cash,382.6,9.9,2019-03-25,Monday,Laboral,Mañana,Promotores,100,0,-0.025067080643534027,Cluster 0
862,861-77-0145,Naypyitaw,Miembro,Hombre,Electronic accessories,81.97,10,40.985,860.685,Cash,819.7,9.2,2019-03-03,Sunday,Festivo,Tarde,Promotores,100,1,0.0002905014546643603,Cluster 1
863,612-36-5536,Yangon,Miembro,Hombre,Food and beverages,80.96,8,32.384,680.064,Credit card,647.68,7.4,2019-02-17,Sunday,Festivo,Mañana,Neutros,0,0,-0.03112802943538862,Cluster 0
864,706-36-6154,Yangon,Miembro,Hombre,Home and lifestyle,19.36,9,8.712,182.952,Ewallet,174.24,8.7,2019-01-18,Friday,Laboral,Noche,Promotores,100,0,-0.029942997294132526,Cluster 2
865,656-95-9349,Yangon,Miembro,Mujer,Health and beauty,68.93,7,24.1255,506.6355,Credit card,482.51,4.6,2019-03-11,Monday,Laboral,Mañana,Detractores,-100,0,-0.01163688846610278,Cluster 0
866,148-82-2527,Naypyitaw,Miembro,Mujer,Home and lifestyle,12.12,10,6.06,127.26,Credit card,121.2,8.4,2019-03-05,Tuesday,Laboral,Mañana,Neutros,0,0,-0.021053912912902702,Cluster 0
867,499-27-7781,Mandalay,Normal,Mujer,Food and beverages,53.21,8,21.284,446.964,Ewallet,425.68,5.0,2019-03-14,Thursday,Laboral,Tarde,Detractores,-100,0,-0.028281581937985245,Cluster 1
868,641-43-2399,Mandalay,Normal,Hombre,Home and lifestyle,25.55,4,5.11,107.31,Ewallet,102.2,5.7,2019-01-26,Saturday,Laboral,Noche,Detractores,-100,0,-0.03104377610049492,Cluster 2
869,200-40-6154,Mandalay,Miembro,Hombre,Home and lifestyle,65.91,6,19.773,415.233,Cash,395.46,5.7,2019-02-09,Saturday,Laboral,Mañana,Detractores,-100,0,-0.036690412509148174,Cluster 0
870,856-66-2701,Yangon,Miembro,Hombre,Home and lifestyle,53.3,3,7.995,167.895,Ewallet,159.9,7.5,2019-01-25,Friday,Laboral,Tarde,Neutros,0,0,-0.04891191916596049,Cluster 1
871,101-81-4070,Naypyitaw,Miembro,Mujer,Health and beauty,62.82,2,6.282,131.922,Ewallet,125.64,4.9,2019-01-17,Thursday,Laboral,Mañana,Detractores,-100,0,-0.022208902013663656,Cluster 0
872,860-73-6466,Yangon,Miembro,Mujer,Sports and travel,39.47,2,3.947,82.887,Credit card,78.94,5.0,2019-03-02,Saturday,Festivo,Tarde,Detractores,-100,0,-0.031068758222918987,Cluster 1
873,651-61-0874,Naypyitaw,Normal,Hombre,Home and lifestyle,46.22,4,9.244,194.124,Credit card,184.88,6.2,2019-03-12,Tuesday,Laboral,Noche,Detractores,-100,0,-0.02790168252438341,Cluster 2
874,618-34-8551,Yangon,Normal,Mujer,Sports and travel,93.18,2,9.318,195.678,Credit card,186.36,8.5,2019-01-16,Wednesday,Laboral,Noche,Promotores,100,0,-0.02629441599563587,Cluster 2
875,358-88-9262,Naypyitaw,Miembro,Mujer,Food and beverages,87.48,6,26.244,551.124,Ewallet,524.88,5.1,2019-02-01,Friday,Laboral,Noche,Detractores,-100,0,-0.030762670074526818,Cluster 2
876,549-96-4200,Naypyitaw,Miembro,Hombre,Food and beverages,17.04,4,3.408,71.568,Ewallet,68.16,7.0,2019-03-08,Friday,Laboral,Noche,Neutros,0,0,-0.030827332788326837,Cluster 2
877,731-81-9469,Naypyitaw,Miembro,Mujer,Sports and travel,89.8,10,44.9,942.9,Credit card,898.0,5.4,2019-01-23,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.003117183917310085,Cluster 0
